Address,Owner,Accessor number (date collected),Catalog # (day inventory),Object Name,3D Scanned,3D Printed,Scanned By,Date excavated (field bag date),Object dated to,Object Description,inorganic/organic,species,Material of manufactur,Form (object type),Quantity,Measurements (diameter/circumference) - length,Length (mm),Width (mm),Height (mm),Measurement Notes,weight (grams),Weight Notes,Sivilich Diameter (in),Deformation Index,Conservation & condition,Cataloger name,Date Catalogued on,Location in repository,PLAT/LOT,Found at Depth below surface (report UNIT. mm prefered),Longtitude,Latitude,Distance from Datum,Found in grid,Excavator,Notes,Image (add column for each additional image),Data entry double checked by,Questions/ concerns,Dr.Uhl Check,SOURCES FOR ID,Location,Storage Location,Uhl Flags
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-D,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; large piece,Inorganic,Unknown,Coarse Earthenware,Vessel,4 of 14,38.54,,,,,8.7,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-E,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; large piece,Inorganic,Unknown,Coarse Earthenware,Vessel,5 of 14,38.91,,,,,3.3,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-F,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; medium piece,Inorganic,Unknown,Coarse Earthenware,Vessel,6 of 14,29.41,,,,,2.3,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-G,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; medium piece,Inorganic,Unknown,Coarse Earthenware,Vessel,7 of 14,22.41,,,,,1.9,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-H,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; medium piece,Inorganic,Unknown,Coarse Earthenware,Vessel,8 of 14,20.88,,,,,1.4,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-I,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; medium piece,Inorganic,Unknown,Coarse Earthenware,Vessel,9 of 14,14.42,,,,,1.1,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-J,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; medium piece,Inorganic,Unknown,Coarse Earthenware,Vessel,10 of 14,21.02,,,,,1.1,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-K,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; medium piece,Inorganic,Unknown,Coarse Earthenware,Vessel,11 of 14,19.87,,,,,1.1,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-L,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; small piece,Inorganic,Unknown,Coarse Earthenware,Vessel,12 of 14,11.78,,,,,0.45,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-M,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; small piece,Inorganic,Unknown,Coarse Earthenware,Vessel,13 of 14,15.27,,,,,0.2,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-07-05-389-N,Coarse Earthenware,,,,7/5/2022,1500-1750,Redware; small piece,Inorganic,Unknown,Coarse Earthenware,Vessel,14 of 14,14.28,,,,,0.3,,,,No conservation,R. Twine,,,,305,,,3326,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/12/2022,2022-7-12-405-A,Redware,,,,7/12/2022,1490-1900,Lead-Glazed; coarse earthenware; medium sized; white specled; no markings,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 2,44.25,,,,,10.5,,,,No conservation,B. Ingraham,,,,,,,,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/12/2022,2022-7-12-405-B,Redware,,,,7/12/2022,1490-1900,Lead-Glazed; coarse earthenware; Large; white speckled; small layer of glaze left,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 2,73.96,,,,,26.1,,,,No conservation,B. Ingraham,,,,,,,,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-415,Redware,,,,7/14/2022,1490-1900,Lead glazed redware sherd with incised line on the exterior,Inorganic,Unknown,Coarse Earthenware,Vessel,1,24.98,,,,,1.9,,,,No conservation,E. Lescault,8/5/2022,,,420,,,4510,S5W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/28/2022,2022-7-28-425-A,Redware,,,,7/28/2022,1490-1900,Lead glazed redware sherd with lip,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 5,38.51,,,,,5.8,,,,No conservation,E. Lescault,,,,464,,,2627,S2W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/28/2022,2022-7-28-425-E,Panama Blue,,,,7/28/2022,1600-1650,Coarse earthenware sherd with blue exterior and enameled interior,Inorganic,Unknown,Coarse Earthenware,Vessel,5 of 5,9.42,,,,,0.3,,,,No conservation,E. Lescault,,,,464,,,2627,S2W3,,Panama,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/panama-blue/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-442,Redware,,,,7/5/2022,1490-1900,Rectangular redware sherd with chipped glazing,Inorganic,Unknown,Coarse Earthenware,Vessel,1,29.74,,,,,3.4,,,,No conservation,E. Lescault,,,,341,,,3391,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-6-28-446-A,Redware,,,,6/28/2022,1490-1900,Redware sherd with partial glaze intact,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 3,10.44,,,,,0.3,,,,No conservation,E. Lescault,,,,165,,,4571,S4W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-6-28-446-B,Redware,,,,6/28/2022,1490-1900,Jagged redware sherd with no vivible glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,2 of 3,11.12,,,,,0.4,,,,No conservation,E. Lescault,,,,165,,,4571,S4W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/28/2022,2022-6-28-446-C,Redware,,,,6/28/2022,1490-1900,Flat redware sherd with no visible glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,3 of 3,9.03,,,,,0.2,,,,No conservation,E. Lescault,,,,165,,,4571,S4W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/30/2022,2022-6-30-449,Redware,,,,6/30/2022,1500-1750,Redware sherd with no glaze,Inorganic,Unknown,Coarse Earthenware,Brick,1,35.42,,,,,7.3,,,,No conservation,E. Lescault,,,,320,,,4153,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-452-A,Lead glazed redware,,,,7/27/2022,1490-1900,Red coarse earthenware with brown glaze on both sides,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 2,21.76,,,,,2.1,,,,No conservation,E. Lescault,,,,505,,,2605,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/27/2022,2022-7-27-452-B,Lead glazed redware,,,,7/27/2022,1490-1900,Red coarse earthenware with brown glaze on one side,Inorganic,Unknown,Coarse Earthenware,Vessel,2 of 2,13.01,,,,,0.3,,,,No conservation,E. Lescault,,,,505,,,2605,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-470-A,Redware,,,,8/4/2022,1490-1900,Rectangular redware sherd with lead glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 3,21.74,,,,,1.6,,,,No conservation,E. Lescault,,,,416,,,2017,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-470-B,Redware,,,,8/4/2022,1490-1901,Slanted redware sherd with lead glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,2 of 3,20.83,,,,,1.1,,,,No conservation,E. Lescault,,,,416,,,2017,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,8/4/2022,2022-8-4-470-C,Redware,,,,8/4/2022,1490-1902,Flat redware sherd with chipped glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,3 of 3,18.69,,,,,0.6,,,,No conservation,E. Lescault,,,,416,,,2017,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-480-A,Coarse Earthenware,,,,6/6/2022,1700-1770,Black lead glazed coarse earthenware rectangular in shape,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 2,22.34,,,,,3.9,,,,No conservation,I. DeLisle,,,,494,,,3432,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/black-lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-480-B,Coarse Earthenware,,,,6/6/2022,1700-1770,Black lead glazed coarse earthenware triangular in shape,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 2,22.93,,,,,1.9,,,,No conservation,I. DeLisle,,,,494,,,3432,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/black-lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/22/2022,2022-7-22-486,Jackfield-type ware,,,,7/22/2022,1740-1790,Small sherd with black; glossy glaze on one side,Inorganic,Unknown,Coarse Earthenware,Vessel,1,4.3,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,523,,,2815,S2W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/jackfield-type-ware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-498-A,Redware,,,,7/26/2022,1490-1900,Larger flat sherd with chipped glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 2,11.54,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,459,,,2440,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/26/2022,2022-7-26-498-B,Redware,,,,7/26/2022,1490-1900,Smaller pointed sherd with little glaze intact,Inorganic,Unknown,Coarse Earthenware,Vessel,2 of 2,8.37,,,,,0.01,Approximately 0.01 g,,,No conservation,E. Lescault,,,,459,,,2440,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/lead-glazed-coarse-earthenware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-503,Redwarwe,,,,7/14/2022,1500-1750,Small sqaure fragment; unrefined coarse earthenware; with glaze; possibly salt glaze; one side covered inj yellowish brown glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,1,21.36,,,,,1.3,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-508-A,Redware,,,,7/14/2022,1500-1750,Redware; small glaze with red/orange lines and cream coating,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 10,27.19,,,,,2.8,,,,No conservation,B. Ingraham,,,,470,,,5020,S5W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-525-A,Redware,,,,7/16/2022,1500-1750,Light redish-orange sherd with small peice of glaze on corner. thick,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 7,27.73,,,,,2.5,,,,No conservation,B. Ingraham,,,,,,,,S2W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-529-A,Redware,,,,5/31/2022,1500-1750,Thick; 2 different colored pastes; glazing one side,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 8,43.73,,,,,13.1,,,,No conservation,B. Ingraham,,,,495,,,3565,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-529-B,Redware,,,,5/31/2022,1500-1750,Sqaureish shape; small piece glaze left; black spotting,Inorganic,Unknown,Coarse Earthenware,Vessel,2 of 8,34.02,,,,,9.4,,,,No conservation,B. Ingraham,,,,495,,,3565,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-529-C,Redware,,,,5/31/2022,1500-1750,Slight past color differences; chuncks of glaze on smaller side,Inorganic,Unknown,Coarse Earthenware,Vessel,3 of 8,38.41,,,,,4.5,,,,No conservation,B. Ingraham,,,,495,,,3565,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-529-D,Redware,,,,5/31/2022,1500-1750,Layered; thick; glaze both sides; paste different colors for the layers,Inorganic,Unknown,Coarse Earthenware,Vessel,4 of 8,41.25,,,,,8,,,,No conservation,B. Ingraham,,,,495,,,3565,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-529-E,Redware,,,,5/31/2022,1500-1750,Triangleish shape; small bits glaze on one side,Inorganic,Unknown,Coarse Earthenware,Vessel,5 of 8,28.11,,,,,1.7,,,,No conservation,B. Ingraham,,,,495,,,3565,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-529-F,Redware,,,,5/31/2022,1500-1750,Small; dark glaze one side,Inorganic,Unknown,Coarse Earthenware,Vessel,6 of 8,16.37,,,,,0.9,,,,No conservation,B. Ingraham,,,,495,,,3565,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-529-G,Redware,,,,5/31/2022,1500-1750,bright orangeish red colored past with pale yellow glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,7 of 8,10.77,,,,,0.3,,,,No conservation,B. Ingraham,,,,495,,,3565,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-529-H,Redware,,,,5/31/2022,1500-1750,small; brown glaze half of one side,Inorganic,Unknown,Coarse Earthenware,Vessel,8 of 8,17.45,,,,,0.3,,,,No conservation,B. Ingraham,,,,495,,,3565,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-531-A,Redware,,,,6/1/2022,1500-1750,Large triangle shape; one side rough; one side smooth; small piece of glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,1 of 9,55.66,,,,,12.9,,,,No conservation,B. Ingraham,,,,404,,,3364,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-531-B,Redware,,,,6/1/2022,1500-1750,Thick; triangle shape; glaze on smooth side; small pieces missing,Inorganic,Unknown,Coarse Earthenware,Vessel,2 of 9,47,,,,,9.9,,,,No conservation,B. Ingraham,,,,404,,,3364,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-531-C,Redware,,,,6/1/2022,1500-1750,rectangle; thick; small pieces of glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,3 of 9,39.09,,,,,9.6,,,,No conservation,B. Ingraham,,,,404,,,3364,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-531-D,Redware,,,,6/1/2022,1500-1750,squareish; glaze spotting the smooth side,Inorganic,Unknown,Coarse Earthenware,Vessel,4 of 9,32.33,,,,,4.3,,,,No conservation,B. Ingraham,,,,404,,,3364,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-531-E,Redware,,,,6/1/2022,1500-1750,Thick triangle; glaze one side; opposite side lighter white shades,Inorganic,Unknown,Coarse Earthenware,Vessel,5 of 9,25.53,,,,,4.4,,,,No conservation,B. Ingraham,,,,404,,,3364,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-531-F,Redware,,,,6/1/2022,1500-1750,Medium size; small pieces glaze; paste orangish red,Inorganic,Unknown,Coarse Earthenware,Vessel,6 of 9,22.79,,,,,1.8,,,,No conservation,B. Ingraham,,,,404,,,3364,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-531-G,Redware,,,,6/1/2022,1500-1750,Small; thick; rectangular with glaze,Inorganic,Unknown,Coarse Earthenware,Vessel,7 of 9,20.97,,,,,1.9,,,,No conservation,B. Ingraham,,,,404,,,3364,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-531-H,Redware,,,,6/1/2022,1500-1750,small; thick; glaze one side,Inorganic,Unknown,Coarse Earthenware,Vessel,8 of 9,20.24,,,,,1.7,,,,No conservation,B. Ingraham,,,,404,,,3364,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-531-I,Redware,,,,6/1/2022,1500-1750,Triangle; thin; small; glaze dark red brown,Inorganic,Unknown,Coarse Earthenware,Vessel,9 of 9,17.27,,,,,0.9,,,,No conservation,B. Ingraham,,,,404,,,3364,S3W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/redware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-567,North Devon Gravel Tempered Ware,,,,6/6/2022,1680-1750,A curved trapezoid like shape with more greenish lead glaze on one side and brownish mottled green lead glaze on the other side North Devon Gravel Tempered Ware sherd,Inorganic,Unknown,Coarse Earthenware,Vessel,1,21.75,,,,,2.9,,,,No conservation,I. DeLisle,,,,335,,,3095,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/north-devon-gravel-tempered-ware/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-J,Coarse Earthenware,,,,7/16/2022,1500-1600,A triangular brown mottled lead glazed sixteenth century redware sherd,Inorganic,Unknown,Coarse Earthenware,Vessel,10 of 13,22.21,,,,,2.1,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/1206/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/27/2022,2022-5-27-305,Refined Earthenware,,,,5/27/2022,1762-1820,Creamwear; plain shard; Triangular,Inorganic,Unknown,Creamware,Vessel,1 of 1,5.71,,,,,0.5,,,,No conservation,R. Twine,,,,349,,,2768,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-302,Creamware,,,,7/11/2022,1762-1820,Plain creamware sherd,Inorganic,Unknown,Creamware,Vessel,1,11.84,,,,,0.2,,,,No conservation,E. Lescault,,,,247,,,3162,S2W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-339-E,Creamware; plain,,,,7/11/2022,1762-1820,Small creamware sherd with chipped glaze and no visible decoration,Inorganic,Unknown,Creamware,Bowl; cup; pitcher; plate; platter,5 of 8,5.71,,,,,0.1,Less than (< 0.1g),,,No conservation,E. Lescault,,,,396,,,5245,S5W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-339-F,Creamware; plain,,,,7/11/2022,1762-1820,Small creamware sherd with no visible decoration,Inorganic,Unknown,Creamware,Bowl; cup; pitcher; plate; platter,6 of 8,5.73,,,,,0.1,Less than (< 0.1g),,,No conservation,E. Lescault,,,,396,,,5245,S5W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-339-G,Creamware; plain,,,,7/11/2022,1762-1820,Flat creamware sherd with reflective gloss and no visible decoration,Inorganic,Unknown,Creamware,Bowl; cup; pitcher; plate; platter,7 of 8,7.07,,,,,0.1,Less than (< 0.1g),,,No conservation,E. Lescault,,,,396,,,5245,S5W4,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/creamware-plain/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/19/2021,2021-5-19-50,Refined Earthenware,,,,5/19/2021,1762-1820; 1780-1840,Creamware; Plain triangle Refined Earthenware sherd and Pearlware; plain rim like sherd,Inorganic,,Earthenware,Vessel,2,63.5,,,,,,,,,No conservation,L. McKinnon,6/30/2021,,,355.6,,,,S4W3,,I. DeLisle Updated 7/16/22,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/ ; https://www.floridamuseum.ufl.edu/typeceramics/specimen/458/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/23/2021,2021-6-23-79,Earthenware,,,,6/23/2021,Late 18th to 19th centuries,Orange on white shard (Mocha decoration dipped earthenware,Inorganic,,Earthenware,Vessel,1,20.32,,,,,,,,,No conservation,M.Persico,7/8/2021,,,381,,,,S5E1,,Found in association with 78,,,Type unknown; orange strip with thin brown lining on white,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/DiptWares/LargeImagePages/Mocha/18BC38-CreamwareJugWithDendriticMotif.html ;         https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/DiptWares/LargeImagePages/DippedFan/PrivColl-PitcherWithDippedFanDesign.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/6/2021,2021-5-6-95,Printed Underglazed Earthenware,,,,5/6/2021,1802-1846,Blue British and American Central Motifs Underglaze Earthenware,Inorganic,,Earthenware,Vessel,4,25.4,,,,,,,,,No conservation,L. McKinnon,7/9/2021,,,431.8,,,,S5W3,,,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/Printed%20Earthenwares/Central%20Designs/Large%20Image%20pages/British%20&%20Amerian%20Central%20Designs/BritishAmerican-CannonhallYorkshirePlate.htm ; ?        https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/Printed%20Earthenwares/Central%20Designs/Large%20Image%20pages/British%20&%20Amerian%20Central%20Designs/18BC79-BritishAmerican-BritishView.htm,,,
